4,7513,95409,97843
9,5440,97137,98183
14,3652,97154,99949
18,2746,98423,99582
26,5554,96440,98749
28,5044,96800,98897
30,8706,94436,97597
58,5865,96972,97874
59,1525,99421,99764
79,11745,92998,95947
98,4116,98025,98530
150,4269,97442,98908
151,6366,96417,97835
174,7126,94743,98726
207,1696,99227,99639
250,8885,95351,96283
258,8049,94703,97759
274,1323,99520,99652
288,5376,95461,99644
294,3184,97839,99452
299,2803,98287,99380
320,8101,94789,97559
321,3448,97949,99051
331,2713,98003,99722
365,4187,96911,99306
368,1987,98691,99723
377,5764,95411,99217
381,5007,96771,98610
398,1855,98558,99958
410,4214,97286,98859
418,5559,95684,99108
434,4076,98042,98217
436,2546,98694,99093
437,2074,98417,99841
472,6915,95735,97647
482,3122,97685,99480
500,16997,89643,93629
508,2977,97795,99489
513,5001,96819,98436
532,2358,98361,99518
547,3427,97397,99398
558,5494,95546,99171
567,5706,95614,98882
585,1466,99158,99560
587,3134,97643,99405
592,2922,97362,99893
605,4022,97570,98572
609,2138,98137,99885
611,2851,97841,99466
621,8128,94604,97416
627,1227,99005,99910
628,2773,97616,99752
646,3656,97108,99359
647,1306,98956,99860
651,3542,97421,99155
655,1087,99055,99972
656,5112,96908,98093
659,1618,98998,99494
665,1626,98765,99713
672,5344,96297,98456
700,6082,95941,98046
731,6226,96525,97287
740,2234,98515,99280
763,2037,98854,99115
764,1301,98814,99890
775,8469,93846,97679
804,3337,96630,99998
819,927,99333,99690
821,2599,97415,99934
823,954,99246,99746
824,2911,97684,99350
838,1717,98581,99633
843,4736,97067,98123
860,5321,95715,98873
867,3968,97915,98019
882,2161,97815,99911
883,5324,95571,98991
909,4918,96808,98134
920,7080,94666,98103
928,1876,98207,99758
972,1258,99067,99472
976,9607,94514,95672
978,3425,96804,99562
990,7861,94274,97644
994,4756,96195,98824
1001,7675,94009,98084
1023,7184,95675,96887
1053,4712,95944,99060
1056,2982,97293,99438
1095,10645,91883,97146
1096,5933,95238,98502
1098,2035,97766,99870
1103,2446,97865,99355
1114,2382,97302,99971
1117,3321,96794,99537
1120,1535,98608,99506
1127,3722,97398,98522
1156,14843,90976,93794
1159,3456,96449,99705
1163,6675,94898,98033
1169,8511,93659,97430
1170,2748,97817,99034
1172,7728,95679,96190
1198,2605,97988,98978
1209,12738,91851,94971
1215,2927,96932,99695
1217,3077,97941,98534
1228,4731,96613,98197
1235,9486,93568,96480
1239,3233,96949,99348
1247,4095,97045,98382
1248,8613,94679,96229
1249,4359,96025,99136
1252,13792,92019,93706
1285,4335,97075,98074
1291,1919,98218,99341
1293,2103,97718,99655
1294,5661,95110,98704
1296,2916,96906,99651
1307,1712,98212,99538
1311,7262,95141,97055
1324,2613,98015,98817
1325,2769,97074,99601
1353,5606,96841,96969
1355,9796,92973,96645
1384,2407,97833,99145
1412,3764,97279,98314
1427,2536,97523,99283
1435,2668,98075,98591
1444,2295,97563,99467
1445,8276,92404,98644
1473,3385,96615,99296
1510,7235,95445,96579
1513,5249,96695,97312
1520,2293,98266,98690
1521,4951,95634,98663
1541,4946,97000,97282
1550,4969,95969,98281
1558,6241,94303,98667
1571,2872,96528,99798
1577,1800,98653,98739
1593,6591,94871,97714
1643,4694,95352,99080
1661,19732,87210,92166
1687,5848,95133,98101
1689,4381,96898,97801
1690,5927,96012,97140
1706,2406,98120,98537
1741,4211,96056,98761
1747,4820,95471,98731
1763,4944,95817,98245
1768,1890,97711,99400
1775,2379,96973,99642
1781,3587,96233,99168
1785,2098,97138,99748
1808,5571,94758,98632
1819,3539,96320,99091
1835,2696,96914,99324
1847,8138,94214,96570
1877,6245,94512,98135
1901,4056,96736,98076
1928,4298,96347,98196
1941,9130,92047,97651
1955,4304,95475,99035
1991,9021,93639,96118
2015,2596,97355,98803
2016,5111,95658,97984
2033,5498,95709,97529
2051,5132,94989,98597
2101,2957,97298,98413
2121,4090,96074,98484
2123,4312,96795,97539
2143,9397,93100,96129
2157,3895,96787,97930
2158,5517,94420,98674
2178,4735,95980,97876
2228,5033,95534,97974
2252,2652,96038,99827
2266,9593,94026,94884
2282,10758,92742,94987
2292,9606,93731,95140
2337,5894,94174,98364
2339,3394,96965,98071
2385,5034,95270,98080
2417,7482,94136,96734
2420,4201,94474,99674
2450,2884,97216,98219
2494,3459,96205,98611
2526,5918,95094,97231
2553,6617,93845,97754
2557,7445,94257,96510
2566,5843,94608,97752
2569,10915,90915,96370
2588,8422,94325,95434
2595,3211,96226,98737
2598,3555,96553,98063
2610,10669,92028,95462
2617,7338,94688,96126
2625,7154,94004,96986
2658,3788,96112,98211
2854,9945,92607,95363
2856,8270,93212,96431
2861,4875,94658,98375
2869,5168,94720,98012
2882,4100,94806,98981
2900,9616,92958,95295
