4,513,2143,16908,86657,97668,98364,99280
9,2292,6523,15465,81631,97754,98515,99348
14,2385,4298,7445,91504,97817,98608,99466
18,5870,8469,16424,81813,95461,96276,97206
26,883,1626,25646,78117,97651,98361,99227
28,1690,5979,23529,81009,95576,96440,97286
30,4994,7400,9121,92064,95140,95980,96808
58,1696,7551,8335,88853,97595,98281,99168
59,6675,14672,25732,87516,88231,88997,89655
79,9131,9932,14714,86629,92966,93692,94394
98,5937,7619,10049,89657,95195,96050,96932
150,1087,1855,15375,88077,97616,98219,99158
151,2856,3763,4634,93410,98063,98908,99752
174,13061,16272,28956,69424,90371,91251,92028
207,1661,5808,18523,79816,97714,98484,99324
250,1001,11605,13270,86875,95362,96129,97045
258,2625,3459,6705,93023,97705,98456,99306
274,1919,3656,6879,93107,97795,98548,99359
288,4416,5894,14055,88281,95369,96179,97055
294,972,2652,9238,92991,97684,98423,99283
299,1163,4609,8491,92030,97597,98212,99136
320,4596,5250,24983,77582,95434,96226,97146
321,2916,8734,11004,88684,95753,96615,97510
331,4493,9335,14185,77465,97771,98536,99421
365,4620,10104,20052,85142,93068,93732,94454
368,1170,4654,10183,89169,97841,98663,99489
377,15606,17881,19316,83092,87729,88384,89152
381,1096,2803,9347,92224,97766,98522,99398
398,2015,9486,23577,83986,93313,94041,94721
410,2035,4022,11955,92855,95941,96756,97563
418,1228,6950,23499,73451,97865,98632,99494
434,2101,3033,22686,76881,98012,98739,99651
436,1215,3041,15735,85803,97679,98382,99246
437,1249,4736,21962,76849,97974,98691,99639
472,1172,6984,11677,85307,97843,98610,99472
482,3893,4662,5345,91459,97759,98537,99400
500,2121,7150,15906,86377,95614,96512,97357
508,10421,11216,22028,84657,90042,90948,91717
532,2157,3788,9491,89254,97949,98733,99633
547,1291,2098,23418,86552,95094,95842,96695
558,4718,11017,17318,85526,93382,94184,94834
567,2178,3991,5358,93813,97720,98530,99380
585,5197,5970,14004,88026,95099,95862,96794
587,1247,6182,38852,65629,95462,96347,97231
592,5481,6320,12747,79436,98103,98998,99860
605,4095,7139,9564,91493,95382,96190,97069
